StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,HUB_01,MOTIVATION_01,MOTIVATION_01_8_TEXT,PROFICIENCY_01,PROFICIENCY_02,PROFICIENCY_03,PROFICIENCY_05,PROFICIENCY_04,PRIOR_01,PRIOR_02,PRIOR_02_17_TEXT,PRIOR_05,PRIOR_06,PRIOR_06_3_TEXT,PRIOR_07,PRIOR_04,BELONG_01,BELONG_02,MENTOR_02,MENTOR_03,MENTOR_06_1,MENTOR_06_2,MENTOR_06_3,MENTOR_06_4,MENTOR_06_5,MENTOR_06_6,MENTOR_07_1,MENTOR_07_2,MENTOR_07_3,MENTOR_07_4,MENTOR_07_5,MENTOR_08,ACCESS_01,ACCESS_01_7_TEXT,PLANS_01,PLANS_02,PLANS_02_9_TEXT,PLANS_03,INTEREST_01,INTEREST_02,INTEREST_03,INTEREST_04,INTEREST_05,INTEREST_06,TESTIMONIAL,CALNETUSER
2026-05-08 13:13:11,2026-05-08 13:21:00,IP Address,146.75.154.193,100,469,True,2026-05-08 13:21:01,R_1ORni2Z4zXUlYe5,,,,REDACTED,37.9044,-122.0589,anonymous,EN,Social Sciences,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Very Good,Good,Very Good,Fair,Good,Yes,"Reached out directly to a professor,Friend or acquaintance connected me to a research group",,Research support and infrastructure through discovery hubs,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,Strong mentorship was helpful,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,More networking and workshop activities,Year long,May,July,,"It was so interesting to be a part of an organization that is so cross disciplinary. I hope that there are more opportunities opened up by discovery hubs in the future, such as conferencing events, research meetings and presentations, and workshops.",REDACTED
2026-05-08 13:40:49,2026-05-08 13:45:30,IP Address,136.152.214.16,100,281,True,2026-05-08 13:45:31,R_1HkO8kzYRW4ihYl,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,To prepare for graduate school,,Excellent,Excellent,Excellent,Excellent,Very Good,No,,,,Reaching out directly to a professor,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,"My job responsibilties and work hours,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Year with possibility of extending into summer,August,August,,,REDACTED
2026-05-08 13:48:21,2026-05-08 13:51:19,IP Address,172.59.130.183,100,177,True,2026-05-08 13:51:20,R_11Gsu6MsoAChyiV,,,,REDACTED,37.7585,-122.1856,anonymous,EN,Kavli ENSI,To make my undergraduate experience complete,,Excellent,Excellent,Excellent,Excellent,Excellent,No,,,,Reaching out directly to a professor,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Semester long,March,March,,,REDACTED
2026-05-08 10:05:21,2026-05-08 13:52:07,IP Address,146.75.154.193,100,13605,True,2026-05-08 13:52:07,R_3clxJPdODZ3cjm1,,,,REDACTED,37.3388,-121.8916,anonymous,EN,CICI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To gain hands-on skills,To explore career interests,To build mentorship connections",,Excellent,Excellent,Excellent,Excellent,Excellent,Yes,"Participated in the Discovery Hubs in a previous academic term,Seminar or conference,Other",,"Collaborative research ",,,,"Helped form mentor connections, navigate an archive.",Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,,,No.,None of the above.,,,"I would be interested, but I am not eligible due to graduating this semester",,Year long,,,,,REDACTED
2026-05-08 13:49:26,2026-05-08 13:52:15,IP Address,136.152.214.53,100,169,True,2026-05-08 13:52:15,R_1Duu1GSm3aCo3UR,,,,REDACTED,37.8657,-122.2571,anonymous,EN,UCSF Anesthesia and Perioperative Care,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application)",,Very Good,Very Good,Very Good,Very Good,Very Good,Yes,Friend or acquaintance connected me to a research group,,"This is a wet lab experience ",Reaching out directly to a professor,,I enjoy my research at UCSF,"it’s helped me engage with academics ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,3-4 hrs/week,"Lack of interest,Transportation to/from research site (cost or time)",,"Yes, in the same group.",,,Actively appREDACTEDg,Yes,,Year long,April,April,,,REDACTED
2026-05-08 14:00:52,2026-05-08 14:03:44,IP Address,136.152.214.97,100,171,True,2026-05-08 14:03:44,R_3exjwcLwlWN3Y9C,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it",,Excellent,Excellent,Excellent,Excellent,Excellent,Yes,Participated in the Discovery Hubs in a previous academic term,,,Reaching out directly to a professor,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Semester long,March,March,,,REDACTED
2026-05-08 14:07:19,2026-05-08 14:13:37,IP Address,136.152.209.20,100,377,True,2026-05-08 14:13:38,R_7td5xRnoE3VhQ4x,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To build mentorship connections,To prepare for graduate school",,Excellent,Excellent,Excellent,Good,Very Good,Yes,"Reached out directly to a professor,Friend or acquaintance connected me to a research group",,Primarily quantitativ.,Reaching out directly to a professor,,I knew my mentor beforehand.,Increased readiness for graduate school and academic research.,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,3-4 hrs/week,"My academic workload and responsibilities,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in the same group.",,,Actively appREDACTEDg,"I would be interested, but I am not eligible due to graduating this semester",Pay.,Year with possibility of extending into summer,August,August,,,REDACTED
2026-05-08 21:00:23,2026-05-08 21:06:06,IP Address,107.142.45.217,100,343,True,2026-05-08 21:06:06,R_6Clbuejl0CgnOL1,,,,REDACTED,34.0068,-118.2562,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Very Good,Excellent,Excellent,Excellent,Excellent,Yes,"Friend or acquaintance connected me to a research group,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,I love the community Discovery Hubs provides!,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,Found PhD students doing research I was deeply interested in!,"gained new skills, strengthened my passion for PhD programs.",Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in a different group.",,,Strongly considering,"I would be interested, but I am not eligible due to graduating this semester",n/a,Year long,,,n/a graduating,great great life changing experience!,REDACTED
2026-05-09 14:20:47,2026-05-09 14:56:25,IP Address,75.10.2.137,100,2138,True,2026-05-09 14:56:26,R_7NXloOmdfSTc8GK,,,,REDACTED,38.2901,-122.2828,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Excellent,Excellent,Excellent,Good,Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,A major difference from my previous research experiences and my experience with the discovery hub is that unlike in my prior research positions through the discovery hub I was able to be financially compensated for my research,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"I selected the discovery hub research position over other research opportunities for several reasons. This included having the opportunity of gaining research experience in an area that aligned with my major and interest, the opportunity for mentorship, and the opportunity to be financially compensated",I feel like I have a better understanding of how important and valuable having mentorship Incorporated in your academic and professional Journey can be. Also I feel more confident in my ability to pursue and get into graduate school,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Transportation to/from research site (cost or time)",,"Yes, in a different group.",,,Exploring options,Yes,If there is an opportunity for my engagement in research to be financially compensated and if research opportunity aligns with my interests,Semester long,June,August,,"Having dedicated mentorship and the opportunity to gain research experience in an area aligned with my major was truly invaluable. For many students, including myself, it was also crucial that the Discovery Hub research positions offered financial compensation. Without that support, I would not have been able to participate in research at all.",REDACTED
2026-05-07 10:36:58,2026-05-12 16:34:56,IP Address,67.180.75.163,100,453478,True,2026-05-12 16:34:56,R_7dSiw4U4KbHApJx,,,,REDACTED,37.9648,-121.77,anonymous,EN,CICI,To make my undergraduate experience complete,,Good,Good,Good,Very Good,Fair,Yes,Other,,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours",,No.,,,,,,,June,,,,REDACTED
2026-05-07 09:27:46,2026-05-07 09:29:13,IP Address,71.198.112.178,23,87,False,2026-05-14 09:29:18,R_54779zf5pQ22zPm,,,,REDACTED,37.9269,-122.3313,anonymous,EN,Kavli ENSI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To prepare for graduate school",,Very Good,Very Good,Very Good,Fair,Very Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-07 09:31:33,2026-05-07 09:35:40,IP Address,166.205.87.28,23,247,False,2026-05-14 09:35:44,R_1Hk8zA2Vb6j6jHT,,,,REDACTED,37.8075,-122.2644,anonymous,EN,Molecular Foundry,"To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Fair,Fair,Very Good,Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-07 09:46:16,2026-05-07 09:47:19,IP Address,24.130.54.114,6,63,False,2026-05-14 09:47:21,R_3LhQt0u7Z1bnN0R,,,,REDACTED,37.8682,-122.2865,anonymous,EN,UCSF Anesthesia and Perioperative Care,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To build mentorship connections,To prepare for graduate school",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-07 12:21:06,2026-05-07 12:21:30,IP Address,99.22.206.33,2,24,False,2026-05-14 12:21:58,R_3P4GDMn7yotkZlq,,,,REDACTED,39.7391,-104.9866,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-14 23:16:34,2026-05-14 23:26:00,IP Address,216.101.43.12,100,565,True,2026-05-14 23:26:00,R_5j7odQjZqXYFbvz,,,,REDACTED,33.9553,-117.2457,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills",,Excellent,Excellent,Excellent,Good,Excellent,No,,,,Other,No,"I knew my mentor and wanted to work with him to get to know his field better. ","I learned how to think and read more critically and I have further developed my research interests. ",Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,3-4 hrs/week,My academic workload and responsibilities,,"Yes, in a different group.",,,Strongly considering,Yes,"I am not sure as I am already planning on appREDACTEDg to future opportunities with the Discovery Hub. ",Year with possibility of extending into summer,July,August,,"This program really helped me identify what my academic interests were and where my forte and shortcomings were as a researcher. I was able to engage in my academic work with a more critical and interdisciplinary lens, and I feel more confident as an academic. This experience solidifed my desire to pursuit a doctorate to become a researcher and a professor. I was able to realise my passion and course correct my future academic plans: initially, I was aiming to recieve a doctorate degree in english literature. However, after this experience, and after much mentorship, I have pivoted to pursuing a doctorate degree in comparative literature. ",REDACTED
2026-05-08 11:00:13,2026-05-08 11:00:44,IP Address,136.152.214.179,2,30,False,2026-05-15 11:00:48,R_1hnpa4pnFQC0xan,,,,REDACTED,37.8657,-122.2571,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-15 11:01:16,2026-05-15 11:07:37,IP Address,205.154.245.187,100,381,True,2026-05-15 11:07:38,R_3jcF3Ng3IxFrzk2,,,,REDACTED,33.7188,-118.0033,anonymous,EN,Social Sciences,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Very Good,Very Good,Good,Very Good,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"It was a program I hadn't heard of before and I liked their approach of having more structure; research apprentices became very integrated into their respective projects and it never felt like we were just completing busy work. ","Participating in the Discovery Hubs made me more interested in potentially pursuing a pHD and continuing to research topics I'm passionate about. Additionally, it was truly a great experience to work in such a small group of other passionate students and the project strengthened my analysis/critical thinking skills overall. ",Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,1-2 hrs/wk,,,"Yes, in a different group.",,,Strongly considering,Yes,,Year long,June,August,,"Over my last 2 years at Berkeley, I've struggled to find people to intellectually engage with. Many of my classes are lecture-heavy and there are few opportunities to work thoughtfully in small groups. My experience in the Discovery Research Hub was the first time I've felt like my intellectual contributions were truly valued by other people and the structure of the program was incredibly conducive to my learning. ",REDACTED
2026-05-08 12:11:25,2026-05-08 12:14:49,IP Address,136.152.209.25,60,203,False,2026-05-15 12:14:51,R_6HZhAua5H3ktkq5,,,,REDACTED,37.6736,-122.0944,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections",,Excellent,Excellent,Excellent,Excellent,Excellent,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"FARMWORKER ADVOCAXY ",New skills,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-08 10:25:13,2026-05-08 12:41:24,IP Address,136.152.214.38,85,8170,False,2026-05-15 12:41:26,R_7LeL9r8XaKCEvYJ,,,,REDACTED,37.8657,-122.2571,anonymous,EN,UCSF Anesthesia and Perioperative Care,"To make my undergraduate experience complete,To explore career interests,To build mentorship connections,To prepare for graduate school",,Fair,Good,Very Good,Poor,Very Good,Yes,Other,High school research,The mentorship in Discovery Hubs is phenomenal,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,Because of the built in structure,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,,,,,,,,REDACTED
2026-05-08 12:45:03,2026-05-08 12:45:27,IP Address,136.152.214.77,2,24,False,2026-05-15 12:45:32,R_5pEB4ARSsis2gEu,,,,REDACTED,37.8657,-122.2571,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-08 21:50:17,2026-05-08 21:50:34,IP Address,136.152.214.102,2,16,False,2026-05-15 21:50:36,R_12NDkp7ZJp4w3vz,,,,REDACTED,37.8657,-122.2571,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-15 22:10:20,2026-05-15 22:18:31,IP Address,216.9.110.11,100,490,True,2026-05-15 22:18:32,R_3eLbZMACvnntlJT,,,,REDACTED,37.751,-97.822,anonymous,EN,Molecular Foundry,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Very Good,Good,Good,Good,Very Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC),Other","Applied online to summer research opportunities at other universities (Purdue SURF, UIC Pediatrics Summer Scholars Fellowship).","The level of mentorship I received during Discovery Hubs far exceeded my previous research experiences. I was able to have in-depth conversations with my mentor to clearly define the scope of my work, sharpen my understanding of its significance, and understand how it can be applied in the future. I also narrowed my future ambitions for what to pursue in graduate school. This was a sharp contrast to previous projects where I was given very little supervision and came out of the project feeling more isolated and less fulfilled.","Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,I liked my project the most.,"Honing career path, more passion for scientific communication (poster/slide-making, presenting)",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,If an opportunity were to open early for previous participants to opt into.,Year long,July,August,,,REDACTED
2026-05-15 23:02:33,2026-05-15 23:04:46,IP Address,67.169.13.9,100,133,True,2026-05-15 23:04:47,R_6B8qw0z58XBMQMu,,,,REDACTED,37.8637,-122.276,anonymous,EN,Social Sciences,"To make my undergraduate experience complete,To shape knowledge, not just consume it",,Good,Good,Fair,Fair,Fair,No,,,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 hrs/wk,My academic workload and responsibilities,,No.,Business / consulting.,,Exploring options,Yes,,Semester long,June,July,,,REDACTED
2026-05-16 17:47:50,2026-05-16 17:52:23,IP Address,198.27.204.71,100,272,True,2026-05-16 17:52:23,R_7iL5DvlRaTM43Hr,,,,REDACTED,37.8637,-122.276,anonymous,EN,,"To shape knowledge, not just consume it,To explore career interests",,Very Good,Good,Very Good,Very Good,Good,Yes,"Reached out directly to a professor,Seminar or conference,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars),Other",,,,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"More than zero, but less than one hour per week","My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in a different group.",,,Position secured or offered accepted,"I would be interested, but I am not eligible due to graduating this semester",,Year with possibility of extending into summer,June,August,,,REDACTED
2026-05-16 17:34:47,2026-05-16 19:29:07,IP Address,174.160.232.108,100,6859,True,2026-05-16 19:29:07,R_3f84qTlIdXUpJ9B,,,,REDACTED,37.5217,-121.9249,anonymous,EN,Molecular Foundry,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To gain hands-on skills,To explore career interests,To build mentorship connections",,Very Good,Very Good,Very Good,Good,Very Good,Yes,Other,,Berkeley lab is more famous,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,The research opportunity here was more interesting and impactful than the other,Gave me hands on experience with software engineering and working in a team,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in a different group.",,,Position secured or offered accepted,Yes,,Semester long,June,July,,The discovery hubs program at the molecular foundry helped me gain essential hands on software and data engineering experience which is highly transferable to future internships and jobs. The mentors are also caring and inspiring.,REDACTED
2026-05-16 21:12:49,2026-05-16 21:15:15,IP Address,172.59.130.104,100,145,True,2026-05-16 21:15:16,R_7byxfsAeCl0bxHr,,,,REDACTED,37.7652,-122.1579,anonymous,EN,Social Sciences,To gain hands-on skills,,Excellent,Very Good,Excellent,Good,Excellent,Yes,Participated in the Discovery Hubs in a previous academic term,,,,,,,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,"More than zero, but less than one hour per week","Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,No.,"Non-academic/industry research.,Artistic / creative endeavors.,Teaching / education.",,Actively appREDACTEDg,Yes,,Semester long,July,August,,,REDACTED
2026-05-16 21:27:05,2026-05-16 21:30:33,IP Address,157.131.187.232,100,207,True,2026-05-16 21:30:33,R_3zkXI9fpdDPenCs,,,,REDACTED,37.8611,-122.2564,anonymous,EN,Social Sciences,"To shape knowledge, not just consume it,To gain hands-on skills,To prepare for graduate school",,Excellent,Good,Very Good,Good,Good,Yes,"Reached out directly to a professor,Seminar or conference,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,Some were funded positions (rather than just based upon work study eligibility),"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,Interesting project,Skills gained,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in a different group.",,,Position secured or offered accepted,"I would be interested, but I am not eligible due to graduating this semester",,Year long,May,June,,,REDACTED
2026-05-16 22:59:52,2026-05-16 23:05:07,IP Address,174.221.109.19,100,314,True,2026-05-16 23:05:08,R_6ZVQVfVnYkVmw05,,,,REDACTED,37.6403,-122.0667,anonymous,EN,CICI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To build mentorship connections,To prepare for graduate school",,Excellent,Excellent,Excellent,Very Good,Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,,,No.,None of the above.,,,Yes,,Year long,July,August,,,REDACTED
2026-05-16 23:16:30,2026-05-16 23:18:50,IP Address,184.23.246.154,100,140,True,2026-05-16 23:18:51,R_7ekJrgDE4XfyeRW,,,,REDACTED,37.8922,-122.2729,anonymous,EN,Kavli ENSI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests",,Very Good,Very Good,Good,Fair,Very Good,No,,,,Reaching out directly to a professor,,,,Agree,,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours",,"Yes, in the same group.",,,Strongly considering,Yes,,Year long,May,August,,,REDACTED
2026-05-16 23:41:08,2026-05-16 23:59:09,IP Address,209.184.138.29,100,1080,True,2026-05-16 23:59:09,R_30PBQBmUI3N1vbQ,,,,REDACTED,36.7986,-119.8107,anonymous,EN,Molecular Foundry,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections",,Good,Very Good,Good,Very Good,Good,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,First program to accept me,"Discovery Hubs helped me get into a formal research environment where I’ve learned how to plan out experiments using the knowledge I’ve gained from classes. ",Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in the same group.",,,Position secured or offered accepted,Yes,"Paid opportunities ",Year with possibility of extending into summer,May,June,,,REDACTED
